IMAGE_VERSION_1,IMAGE_VERSION_2,IMAGE_VERSION_3,year,season,product_type,section,PATH_VERSION_1,PATH_VERSION_2,PATH_VERSION_3
https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_6_1_1.jpg?ts=1699622510225,https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_6_2_1.jpg?ts=1699622510416,https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_3_1_1.jpg?ts=1699622510431,2024,V,0,3,imagenes_descargadas/imagen_25_v1.jpg,imagenes_descargadas/imagen_25_v2.jpg,imagenes_descargadas/imagen_25_v3.jpg
https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_6_1_1.jpg?ts=1713426141506,https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_6_2_1.jpg?ts=1713426263531,https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_3_1_1.jpg?ts=1713426264691,2024,V,0,3,imagenes_descargadas/imagen_26_v1.jpg,imagenes_descargadas/imagen_26_v2.jpg,imagenes_descargadas/imagen_26_v3.jpg
https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_6_1_1.jpg?ts=1712241669861,https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_6_2_1.jpg?ts=1712241669371,https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_3_1_1.jpg?ts=1712241670028,2024,V,0,2,imagenes_descargadas/imagen_27_v1.jpg,imagenes_descargadas/imagen_27_v2.jpg,imagenes_descargadas/imagen_27_v3.jpg
https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_6_1_1.jpg?ts=1692625465132,https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_6_2_1.jpg?ts=1692625464452,https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_3_1_1.jpg?ts=1692625464746,2023,I,0,3,imagenes_descargadas/imagen_28_v1.jpg,imagenes_descargadas/imagen_28_v2.jpg,imagenes_descargadas/imagen_28_v3.jpg
https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_6_1_1.jpg?ts=1705306372176,https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_6_2_1.jpg?ts=1702464885571,https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_3_1_1.jpg?ts=1705308807317,2024,V,1,1,imagenes_descargadas/imagen_29_v1.jpg,imagenes_descargadas/imagen_29_v2.jpg,imagenes_descargadas/imagen_29_v3.jpg
https://static.zara.net/photos///2024/W/0/2/p/7545/534/021/2/w/2048/7545534021_6_1_1.jpg?ts=1704963620004,https://static.zara.net/photos///2024/W/0/2/p/7545/534/021/2/w/2048/7545534021_6_2_1.jpg?ts=1704963620252,https://static.zara.net/photos///2023/I/0/2/p/7545/534/021/2/w/2048/7545534021_3_1_1.jpg?ts=1691047050961,2024,W,0,2,imagenes_descargadas/imagen_30_v1.jpg,imagenes_descargadas/imagen_30_v2.jpg,imagenes_descargadas/imagen_30_v3.jpg
https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_6_1_1.jpg?ts=1701430657535,https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_6_2_1.jpg?ts=1701430657675,https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_3_1_1.jpg?ts=1701430656987,2024,V,0,2,imagenes_descargadas/imagen_31_v1.jpg,imagenes_descargadas/imagen_31_v2.jpg,imagenes_descargadas/imagen_31_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_1_1_1.jpg?ts=1706880694259,https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_2_1_1.jpg?ts=1706880694502,https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_3_1_1.jpg?ts=1706872583846,2024,V,0,1,imagenes_descargadas/imagen_32_v1.jpg,imagenes_descargadas/imagen_32_v2.jpg,imagenes_descargadas/imagen_32_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/3600/3186227300_1_1_1.jpg?ts=1713283183283,https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/3600/3186227300_2_1_1.jpg?ts=1713283183432,https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/2400/3186227300_3_1_1.jpg?ts=1713343397071,2024,V,0,1,imagenes_descargadas/imagen_33_v1.jpg,imagenes_descargadas/imagen_33_v2.jpg,imagenes_descargadas/imagen_33_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/6045/022/800/18/w/2048/6045022800_1_1_1.jpg?ts=1713958471407,https://static.zara.net/photos///2024/V/0/1/p/6045/022/800/18/w/2048/6045022800_2_1_1.jpg?ts=1713958470681,https://static.zara.net/photos///2024/V/0/1/p/5520/022/800/2/w/2048/5520022800_3_1_1.jpg?ts=1704789379517,2024,V,0,1,imagenes_descargadas/imagen_34_v1.jpg,imagenes_descargadas/imagen_34_v2.jpg,imagenes_descargadas/imagen_34_v3.jpg
https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_6_1_1.jpg?ts=1709805868861,https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_6_2_1.jpg?ts=1709805869000,https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_3_1_1.jpg?ts=1709805870520,2024,W,1,2,imagenes_descargadas/imagen_35_v1.jpg,imagenes_descargadas/imagen_35_v2.jpg,imagenes_descargadas/imagen_35_v3.jpg
https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_6_1_1.jpg?ts=1709635992428,https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_6_2_1.jpg?ts=1709635991485,https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_3_1_1.jpg?ts=1709635991535,2024,W,0,1,imagenes_descargadas/imagen_36_v1.jpg,imagenes_descargadas/imagen_36_v2.jpg,imagenes_descargadas/imagen_36_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_1_1_1.jpg?ts=1709652756720,https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_6_1_1.jpg?ts=1709718661398,https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_3_1_1.jpg?ts=1709718660204,2024,V,0,1,imagenes_descargadas/imagen_37_v1.jpg,imagenes_descargadas/imagen_37_v2.jpg,imagenes_descargadas/imagen_37_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_1_1_1.jpg?ts=1700645686962,https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_2_1_1.jpg?ts=1700650758524,https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_3_1_1.jpg?ts=1700588671720,2024,V,0,1,imagenes_descargadas/imagen_39_v1.jpg,imagenes_descargadas/imagen_39_v2.jpg,imagenes_descargadas/imagen_39_v3.jpg
https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/2048/5507600704_6_1_1.jpg?ts=1671119880322,https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/2048/5507600704_6_2_1.jpg?ts=1671119880202,https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/1821/5507600704_3_1_1.jpg?ts=1671112800000,2023,V,0,3,imagenes_descargadas/imagen_41_v1.jpg,imagenes_descargadas/imagen_41_v2.jpg,imagenes_descargadas/imagen_41_v3.jpg
https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_6_1_1.jpg?ts=1690969626202,https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_6_2_1.jpg?ts=1690969623291,https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_3_1_1.jpg?ts=1688464395088,2023,I,0,3,imagenes_descargadas/imagen_45_v1.jpg,imagenes_descargadas/imagen_45_v2.jpg,imagenes_descargadas/imagen_45_v3.jpg
https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_6_1_1.jpg?ts=1707984984760,https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_6_2_1.jpg?ts=1707984984847,https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_3_1_1.jpg?ts=1707984984653,2024,V,1,2,imagenes_descargadas/imagen_48_v1.jpg,imagenes_descargadas/imagen_48_v2.jpg,imagenes_descargadas/imagen_48_v3.jpg
https://static.zara.net/photos///2024/V/0/2/p/0775/401/555/2/w/2048/0775401555_6_1_1.jpg?ts=1699958327454,https://static.zara.net/photos///2024/V/0/2/p/0775/401/555/2/w/2048/0775401555_6_2_1.jpg?ts=1699958327474,https://static.zara.net/photos///2024/V/0/2/p/0775/401/555/2/w/2048/0775401555_3_1_1.jpg?ts=1699958328141,2024,V,0,2,imagenes_descargadas/imagen_50_v1.jpg,imagenes_descargadas/imagen_50_v2.jpg,imagenes_descargadas/imagen_50_v3.jpg
https://static.zara.net/photos///2024/V/1/1/p/2627/310/107/2/w/2048/2627310107_6_1_1.jpg?ts=1710953892906,https://static.zara.net/photos///2024/V/1/1/p/2627/310/107/2/w/2048/2627310107_6_2_1.jpg?ts=1710953892894,https://static.zara.net/photos///2024/V/1/1/p/2627/310/107/2/w/2048/2627310107_3_1_1.jpg?ts=1710953893041,2024,V,1,1,imagenes_descargadas/imagen_51_v1.jpg,imagenes_descargadas/imagen_51_v2.jpg,imagenes_descargadas/imagen_51_v3.jpg
https://static.zara.net/photos///2024/V/0/2/p/5372/400/819/2/w/2048/5372400819_6_1_1.jpg?ts=1707295791049,https://static.zara.net/photos///2024/V/0/2/p/5372/400/819/2/w/2048/5372400819_6_2_1.jpg?ts=1707295790461,https://static.zara.net/photos///2024/V/0/2/p/5372/400/819/2/w/2048/5372400819_3_1_1.jpg?ts=1707295794247,2024,V,0,2,imagenes_descargadas/imagen_76_v1.jpg,imagenes_descargadas/imagen_76_v2.jpg,imagenes_descargadas/imagen_76_v3.jpg
https://static.zara.net/photos///2024/V/0/3/p/2548/604/401/2/w/2048/2548604401_6_1_1.jpg?ts=1711007694032,https://static.zara.net/photos///2024/V/0/3/p/2548/604/401/2/w/2048/2548604401_6_2_1.jpg?ts=1711007694215,https://static.zara.net/photos///2024/V/0/3/p/2548/604/401/2/w/2048/2548604401_3_1_1.jpg?ts=1711007694832,2024,V,0,3,imagenes_descargadas/imagen_78_v1.jpg,imagenes_descargadas/imagen_78_v2.jpg,imagenes_descargadas/imagen_78_v3.jpg
https://static.zara.net/photos///2024/V/0/1/p/4231/550/676/202/w/2400/4231550676_6_1_1.jpg?ts=1707403480306,https://static.zara.net/photos///2024/V/0/1/p/4231/550/676/202/w/2400/4231550676_6_2_1.jpg?ts=1707403582621,https://static.zara.net/photos///2024/V/0/2/p/4231/450/676/2/w/2400/4231450676_3_1_1.jpg?ts=1707387434979,2024,V,0,1,imagenes_descargadas/imagen_87_v1.jpg,imagenes_descargadas/imagen_87_v2.jpg,imagenes_descargadas/imagen_87_v3.jpg
https://static.zara.net/photos///2024/V/0/3/p/9000/669/620/2/w/2048/9000669620_6_1_1.jpg?ts=1705920312441,https://static.zara.net/photos///2024/V/0/3/p/9000/669/620/2/w/2048/9000669620_6_2_1.jpg?ts=1705920312451,https://static.zara.net/photos///2024/V/0/3/p/9000/669/620/2/w/2048/9000669620_3_1_1.jpg?ts=1705920312646,2024,V,0,3,imagenes_descargadas/imagen_90_v1.jpg,imagenes_descargadas/imagen_90_v2.jpg,imagenes_descargadas/imagen_90_v3.jpg
